mediaContentId,tmdbId,title,original_title,overview,release_date,poster_path,backdrop_path,tmdb_vote,vote_count,popularity,dtype,originalLanguage,cast,director
79572,38843,Oh family,Oh family,,,,,0.0,0,0.0143,SERIES,en,,
79590,24122,The Rebound,The Rebound,"Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?",2009-09-16,/j82RTG8dNyOYhIKspjk5Z0bEmdi.jpg,/xoWErrVQWvkgi9jCUwUlRb5ZKnb.jpg,6.5,956,3.4545,MOVIE,en,"Catherine Zeta-Jones, Justin Bartha, Art Garfunkel, Joanna Gleason, Lynn Whitfield",Bart Freundlich
79592,27581,Glamour Girls,Glamour Girls,,2008-04-21,,,0.0,0,0.3365,SERIES,en,"Claudia Winkleman, Katie Downes",
79677,53190,The Two Escobars,The Two Escobars,"Pablo Escobar was the richest, most powerful drug kingpin in the world, ruling the Medellin Cartel with an iron fist. Andres Escobar was the biggest soccer star in Colombia. The two were not related, but their fates were inextricably-and fatally-intertwined. Pablo's drug money had turned Andres' national team into South American champions, favored to win the 1994 World Cup in Los Angeles. It was there, in a game against the U.S., that Andres committed one of the most shocking mistakes in soccer history, scoring an ""own goal"" that eliminated his team from the competition and ultimately cost him his life. The Two Escobars is a riveting examination of the intersection of sports, crime, and politics.",2010-06-22,/qYnslGb1D0JgYLQYiwPqQ2ojQDv.jpg,/9JzpVcqBlJouPyIvnQz0kdDnAPC.jpg,7.4,49,0.296,MOVIE,en,"María Ester Escobar, Francisco Maturana, Alexis García V., Jaime Gaviria Gómez","Jeff Zimbalist, Michael Zimbalist"
79684,39414,Paper Man,Paper Man,"A coming-of-middle-age comedy that chronicles the unlikely friendship between failed author Richard Dunne and a Long Island teen who teaches him a thing or two about growing up, all under the disapproving eye of his long-suffering wife and his imaginary Superhero friend.",2009-06-15,/wneK8G9E26FUqYo4KjPlsD0TIII.jpg,/oec9dd990pRQ8W3meakCuAQKX6o.jpg,6.316,365,1.3342,MOVIE,en,"Jeff Daniels, Emma Stone, Ryan Reynolds, Lisa Kudrow, Kieran Culkin","Kieran Mulroney, Michele Mulroney"
79695,27578,The Expendables,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",2010-08-07,/j09ZkH6R4JWVylBcDai1laCmGw7.jpg,/sJpbDELfC8VjlRBOOkMJxxWpUg7.jpg,6.251,8255,8.9502,MOVIE,en,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts",Sylvester Stallone
79702,22538,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",2010-08-12,/g5IoYeudx9XBEfwNL0fHvSckLBz.jpg,/6R9nT6m8wmzayV5XOQq3TRA6yZw.jpg,7.484,8537,6.2447,MOVIE,en,"Michael Cera, Mary Elizabeth Winstead, Ellen Wong, Kieran Culkin, Alison Pill",Edgar Wright
79798,26280,I Killed My Mother,J'ai tué ma mère,"Hubert, a brash 17-year-old, is confused and torn by a love-hate relationship with his mother that consumes him more and more each day. After distressing ordeals and tragic episodes, Hubert will find his mother on the banks of Saint Lawrence river, where he grew up, and where a murder will be committed: the murder of childhood.",2009-06-05,/nB6OuDdERS95aQtoxPExXxsW3Ov.jpg,/72G2cjD0sVmpkQqFkSmADUz0g5s.jpg,7.446,1160,1.3188,MOVIE,fr,"Xavier Dolan, Anne Dorval, François Arnaud, Suzanne Clément, Patricia Tulasne",Xavier Dolan
79868,38150,Heartless,Heartless,"Jamie Morgan is a troubled young man with a facial birthmark, which has left him isolated and fearful, hiding from the world outside. He lives in the East End, notorious for its violent hooded gangs. According to news reports, the gangs are now wearing demon masks. But, one night, after the murder of his mother, Jamie discovers the terrifying truth.",2010-05-21,/3kRaWKYqtx9nyqcIkdTf58igzVb.jpg,/bPVh5GQCnatWCYxUN8m8lAopyW7.jpg,5.849,175,1.0152,MOVIE,en,"Jim Sturgess, Luke Treadaway, Clémence Poésy, Justin Salinger, Fraser Ayres",Philip Ridley
79879,43593,Piranha 3D,Piranha 3D,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",2010-08-20,/lMLS2OFBbNYMSB1ZbVp4q2S4zTU.jpg,/AF0PiDItegyUtlBGDMGlSQbtro.jpg,5.421,2384,5.8567,MOVIE,en,"Elisabeth Shue, Jerry O'Connell, Steven R. McQueen, Jessica Szohr, Kelly Brook",Alexandre Aja
79895,35552,Jase TV,Jase TV,Jase TV was a short-lived New Zealand children's television show in which hosts Jason Gunn and Thingee introduced cartoons. It aired on TVNZ in 1992 and eventually led into The Son of a Gunn Show.,,,,9.0,1,0.1705,SERIES,en,,
79897,44718,Rory McGrath's Pub Dig,Rory McGrath's Pub Dig,,2012-04-03,/gCZ02R7NnVKGlMXycGSDXGYBqBU.jpg,/98T3j5gDxMoYPO4XtY69S6AXU1P.jpg,0.0,0,0.078,SERIES,en,Rory McGrath,
79946,41479,The Joneses,The Joneses,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",2010-04-16,/5YINGouZK9pmPdMPAHv158eQf3o.jpg,/sUx0SuDAVYhx2cJr0qqYRsnBNNH.jpg,6.189,639,1.8163,MOVIE,en,"David Duchovny, Demi Moore, Amber Heard, Benjamin Hollingsworth, Lauren Hutton",Derrick Borte
80083,28609,Dragon Ball Z: Dead Zone,ドラゴンボールＺ オラの悟飯をかえせッ!!,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",1989-07-15,/ywtyEDTM2YO7qod7USNNwhrAfvA.jpg,/6SFrBoiuioqljN42pbTmyRKccTp.jpg,6.852,613,3.7972,MOVIE,ja,"Masako Nozawa, Toshio Furukawa, Hiromi Tsuru, Mayumi Tanaka, Daisuke Gori",Daisuke Nishio
80094,38358,The Last Exorcism,The Last Exorcism,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",2010-08-27,/eOo9tgGjxdsQEgqc6g7E1NL8460.jpg,/fyNEA2BZ5Yixu6Wub9OtIqlmJBQ.jpg,5.694,1104,2.2953,MOVIE,en,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones",Daniel Stamm
80124,49943,Sisters,Сёстры,"A movie about two sisters - thirteen year old Sveta, poor and abandoned by her father, who longs to go off and be a sniper in the army, and spoilt eight-year old Dina, doted on by her gangster father...",2001-05-10,/5pWGgE8RbiaNm95PsdKd6YEOYHS.jpg,/1BciwSCWd9EF0NaH8bAs3zvwNNw.jpg,6.745,92,1.0781,MOVIE,ru,"Oksana Akinshina, Ekaterina Gorina, Tatyana Kolganova, Dmitriy Orlov, Kirill Pirogov",Sergei Bodrov Jr.
80126,27579,So ist das Leben,So ist das Leben,,,,,0.0,0,0.0,SERIES,en,,
80139,14158,Jackass 2.5,Jackass 2.5,"The crew have now set off to finish what as left over from Jackass 2.0, and in this version they have Wee Man use a 'pee' gun on themselves, having a mini motor bike fracas in the grocery mall, a sperm test, a portly crew member disguised as King Kong, as well as include three episodes of their hilarious adventures in India.",2007-12-18,/qriTT0KQvvuCs73z0LyEduw6XX.jpg,/bsU6KKTKhNYWfZNuUkGXWIFZiHe.jpg,6.14,602,1.54,MOVIE,en,"Johnny Knoxville, Steve-O, Bam Margera, Chris Pontius, Spike Jonze",Jeff Tremaine
80162,37905,The Horde,La Horde,"A bunch of crooked cops raid a ruined building located in an impoverished suburb of Paris, determined to furiously avenge the death of one of them, murdered by the ruthless criminal gang hidden on top of the dark labyrinth that will become a deathly trap when the living, unexpectedly turned into the undead by a mysterious plague, begin to devour the world.",2010-02-10,/c3sYdfCg1vz6DG4XlQRpu8baxvM.jpg,/6HzWHiygvz3gofphxO7zcAvgkCp.jpg,6.0,507,1.0518,MOVIE,fr,"Claude Perron, Jean-Pierre Martins, Ériq Ebouaney, Aurélien Recoing, Doudou Masta","Yannick Dahan, Benjamin Rocher"
80166,41210,The Switch,The Switch,"Kassie is a smart, fun-loving single woman who, despite her neurotic best friend Wally’s objections, decides it’s time to have a baby – even if it means doing it herself… with a little help from a charming sperm donor. But, unbeknownst to her, Kassie’s plans go awry because of a last-minute switch that isn’t discovered until seven years later… when Wally gets acquainted with Kassie’s cute, though slightly neurotic, son.",2010-08-20,/oJdMT6RGtbvQ26Tk7EHGfG8xZ6.jpg,/gh3uqEZQp4nhkyJqkGUJSgGr6AJ.jpg,6.227,2031,3.3177,MOVIE,en,"Jennifer Aniston, Jason Bateman, Patrick Wilson, Thomas Robinson, Jeff Goldblum","Will Speck, Josh Gordon"
80219,23631,Machete,Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",2010-09-01,/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg,/wbjoD8BN5W9VusuLJYdd7tWUxqh.jpg,6.344,3535,3.5197,MOVIE,en,"Danny Trejo, Michelle Rodriguez, Jessica Alba, Robert De Niro, Steven Seagal","Robert Rodriguez, Ethan Maniquis"
80241,38073,Going the Distance,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",2010-08-27,/tTllmSew3nsizpzWNWKUkOuANhm.jpg,/yIG329hXOMJq1O1O2ubd9xoweHm.jpg,6.091,777,2.6987,MOVIE,en,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis, Christina Applegate",Nanette Burstein
80363,35791,Resident Evil: Afterlife,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2010-09-01,/nYPc4sJdCZLY7YFYUmqXXYt3luH.jpg,/8AvzydMm6vKICPOUuUG2KIW2on.jpg,6.1,4168,0.2647,MOVIE,en,"Milla Jovovich, Wentworth Miller, Ali Larter, Kim Coates, Kacey Barnfield",Paul W. S. Anderson
80454,60678,Princess,Prinsessa,"Princess tells the true story of former cabaret dancer Anna Lappalainen's redemptive struggle with insanity, who checked in to Finland's Kellokoski Psychiatric Hospital in 1945.",2010-09-10,/dcn8Fzr4QXXr32hf7MPIdJDv3AE.jpg,/wWdrMUUwLl4gfd28uH1edzERjLT.jpg,5.8,31,0.4483,MOVIE,fi,"Katja Küttner, Samuli Edelmann, Krista Kosonen, Pirkka-Pekka Petelius, Peter Franzén",Arto Halonen
80463,37799,The Social Network,The Social Network,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",2010-10-01,/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,/1GlZNA9L5trst3ItgRiyQTUH1uf.jpg,7.373,13103,9.0545,MOVIE,en,"Jesse Eisenberg, Andrew Garfield, Armie Hammer, Josh Pence, Justin Timberlake",David Fincher
80489,23168,The Town,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",2010-09-15,/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg,/owAe5rRStnX7ibVAPmza3NCXjCy.jpg,7.219,5605,6.6474,MOVIE,en,"Ben Affleck, Jeremy Renner, Rebecca Hall, Jon Hamm, Blake Lively",Ben Affleck
80549,37735,Easy A,Easy A,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",2010-09-16,/v5f1qO6NJnxWgONgkYg21TW39DT.jpg,/30rvmoEBqovm723agDJ3QddWXcY.jpg,6.805,7347,5.097,MOVIE,en,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church",Will Gluck
80551,38167,Eat Pray Love,Eat Pray Love,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",2010-08-12,/gjR5zUeMGV6UNqtI0OuzqrLQcjU.jpg,/elzrIY3nfzWz4AXh0lxxBsXLCGI.jpg,6.24,2618,4.2788,MOVIE,en,"Julia Roberts, Javier Bardem, James Franco, Billy Crudup, Richard Jenkins",Ryan Murphy
80553,38568,Howl,Howl,"It's San Francisco in 1957, and an American masterpiece is put on trial. Howl, the film, recounts this dark moment using three interwoven threads: the tumultuous life events that led a young Allen Ginsberg to find his true voice as an artist, society's reaction (the obscenity trial), and mind-expanding animation that echoes the startling originality of the poem itself. All three coalesce in a genre-bending hybrid that brilliantly captures a pivotal moment-the birth of a counterculture.",2010-08-26,/4gy0rUIaaao1nx6pr1Dj1WpslcO.jpg,/tUAdGt5trb0H3kKCdHWGdLyt3Rt.jpg,6.449,196,1.5576,MOVIE,en,"James Franco, Todd Rotondi, Jon Prescott, Aaron Tveit, David Strathairn","Jeffrey Friedman, Rob Epstein"
80572,43939,I'm Still Here,I'm Still Here,"I'm Still Here is a portrayal of a tumultuous year in the life of actor Joaquin Phoenix. With remarkable access, the film follows the Oscar-nominee as he announces his retirement from a successful film career in the fall of 2008 and sets off to reinvent himself as a hip-hop musician. The film is a portrait of an artist at a crossroads and explores notions of courage and creative reinvention, as well as the ramifications of a life spent in the public eye.",2010-09-10,/h8c53OPv2miF6vzpVXQZX8jw1pJ.jpg,/yZq3kFveiDtfJpwQTgZwXBxs4aE.jpg,6.0,401,1.7351,MOVIE,en,"Joaquin Phoenix, Antony Langdon, Carey Perloff, Larry McHale, Casey Affleck",Casey Affleck
80584,15179,"Patrik, Age 1.5","Patrik 1,5","Göran and Sven have been cleared for adoption and they have a possibility to adopt a swedish orphan, Patrik 1,5. But when Patrik arrives he turns out to be someone else, not the little boy they were expecting. A comma had been misplaced, and in comes a 15-year-old homophobic with a criminal past.",2008-09-12,/zFHcajKXeiPVOArumZOqjFYDx1T.jpg,/hQGol0FW93iZvadddPwQ8Bn8RQZ.jpg,6.735,118,0.7016,MOVIE,sv,"Gustaf Skarsgård, Torkel Petersson, Tom Ljungman, Amanda Davin, Annika Hallin",Ella Lemhagen
80586,43949,Flipped,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",2010-08-06,/6zDYFigohwncqFL00MKbFV01dWb.jpg,/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg,8.0,3305,7.9296,MOVIE,en,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney",Rob Reiner
80615,41216,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",2010-07-10,/qweKCtPdnIP2uGp1PgWZyCV7gzj.jpg,/s1aCCFPCRl4Zw2EBHLGK1dAHs1L.jpg,6.8,2462,3.0931,MOVIE,en,"Jim Sturgess, Ryan Kwanten, Hugo Weaving, Helen Mirren, Geoffrey Rush",Zack Snyder
80693,43923,It's Kind of a Funny Story,It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,2010-10-08,/hQE4q8Szeaae4davgB7o8MTLmwr.jpg,/l7gkk5K0NnVSqZ0Qr4zkNskH9AC.jpg,6.9,2451,1.8324,MOVIE,en,"Keir Gilchrist, Emma Roberts, Zach Galifianakis, Viola Davis, Lauren Graham","Anna Boden, Ryan Fleck"
80748,25694,Alice in Wonderland,Alice in Wonderland,"In Victorian England, a bored young girl dreams that she has entered a fantasy world called Wonderland, populated by even more fantastic characters.",1933-12-18,/k4hlsqfhEtTrEtiDE647qxTR6PI.jpg,/g1LcYjBXzjqNrGXYTRll1jNRTfb.jpg,6.143,63,1.3456,MOVIE,en,"Charlotte Henry, Richard Arlen, Roscoe Ates, William Austin, Gary Cooper",Norman Z. McLeod
80831,41402,Let Me In,Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,2010-10-01,/3b5gD5vNmf7Vafj2MN8uMA8r0qu.jpg,/ePKGnVPRtxcW1QnHOCSagBuix7w.jpg,6.794,2189,2.6991,MOVIE,en,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Elias Koteas, Sasha Barrese",Matt Reeves
80834,45745,Sintel,Sintel,"A wandering warrior finds an unlikely friend in the form of a young dragon. The two develop a close bond, until one day the dragon is snatched away. She then sets out on a relentless quest to reclaim her friend, finding in the end that her quest exacts a far greater price than she had ever imagined.",2010-09-30,/4BMG9hk9NvSBeQvC82sVmVRK140.jpg,/msqeiEyIRpPAtrCeRGFNZQ9tkJL.jpg,7.4,171,0.482,MOVIE,en,"Halina Reijn, Thom Hoffman",Colin Levy
80839,39486,Secretariat,Secretariat,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",2010-08-20,/6YJ39NqRJ0ljUQohizHmE2hB6Wh.jpg,/y2QZ8qCE4YWHo5hGYos26Jy5Req.jpg,7.408,634,3.7952,MOVIE,en,"Diane Lane, John Malkovich, Scott Glenn, Dylan Walsh, Fred Thompson",Randall Wallace
80846,44040,Lifeguard! Southern California,Lifeguard! Southern California,"Lifeguard! Southern California is an American reality TV series on The Weather Channel and narrated by Christopher Emerson which puts cameras on Southern California beaches from Los Angeles County in the north to San Diego County in the south. The cameras follow real life lifeguards and harbor patrol officers along 150 miles of Southern California beaches as they perform their rescue and law enforcement activities. The lifeguards tell of the people who come to their beaches, their jobs and the dangers that their beaches pose like water dangers, and dangers presented by marine life. All of the rescues, first aid and law enforcement shown are recorded by the cameras in real time. Victims and victim's families are also interviewed during the recording of the show.

The agencies profiled include, but are not limited to the Long Beach Harbor Patrol, lifeguards from the city of San Diego and Orange County, California cities, also the local police and fire agencies for each jurisdiction the beach or harbor is located in.",2012-02-23,,/disVFMEXF24VbsJ8A7Jf2kgAX1U.jpg,0.0,0,0.0214,SERIES,en,,
80858,38303,You Again,You Again,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",2010-09-23,/9qI5JE6yjmtakTankuDOMZ1vgEx.jpg,/iiNSeAjAbglRJNsobusROn6y0pf.jpg,6.271,1293,3.0322,MOVIE,en,"Kristen Bell, Jamie Lee Curtis, Sigourney Weaver, Odette Annable, Victor Garber",Andy Fickman
80860,38408,Life As We Know It,Life As We Know It,"After a disastrous first date for caterer Holly and network sports director Messer, all they have in common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",2010-10-02,/zLzS2aOqKsS0QvEaY6SfBw4VBqh.jpg,/gfIARgK82GxXnPeBvAXDVBCzw61.jpg,6.9,3266,3.414,MOVIE,en,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett",Greg Berlanti
80862,42296,Catfish,Catfish,"Nev, a 24-year-old New York-based photographer, has no idea what he's in for when Abby, an eight-year-old girl from rural Michigan, contacts him on Facebook, seeking permission to paint one of his photographs. When he receives her remarkable painting, Nev begins a friendship and correspondence with Abby's family. But things really get interesting when he develops a cyber-romance with Abby's attractive older sister, Megan, a musician and model. Prompted by some startling revelations about Megan, Nev and his buddies embark on a road trip in search of the truth.",2010-09-17,/mXNxee2ix6Ke0bSIqFST0UhbVLR.jpg,/369Fi0BqGvyut1B4CqmJAzxo5xo.jpg,6.818,553,1.1672,MOVIE,en,"Nēv Schulman, Ariel Schulman, Angela Wesselman-Pierce, Melody C. Roscher, Henry Joost","Ariel Schulman, Henry Joost"
80864,38031,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married.",2010-09-22,/oBhnI8UZQzTkAH1LMEtrBUmfpjS.jpg,/j2oUMNnNfseFWgmPHqRWBEBesW2.jpg,5.924,904,1.667,MOVIE,en,"Antonio Banderas, Josh Brolin, Anthony Hopkins, Gemma Jones, Freida Pinto",Woody Allen
80880,44113,Stone,Stone,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",2010-10-07,/mcdN6DntOAOtKNQKcRKnfFayFis.jpg,/vJFZLY3v9Ol8BGzVLNTZy2z3jvK.jpg,5.3,728,1.9226,MOVIE,en,"Robert De Niro, Edward Norton, Milla Jovovich, Frances Conroy, Enver Gjokaj",John Curran
80906,44639,Inside Job,Inside Job,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",2010-10-08,/7yXXIWec24htucjsZS1sDuPLqw8.jpg,/1yFmxvVYgVrFKL2ksFzgX0MrWOM.jpg,7.703,1031,2.1909,MOVIE,en,"Matt Damon, Bill Ackman, Jonathan Alpert, Christine Lagarde, Daniel Alpert",Charles Ferguson
80917,43933,Crossings,Crossings,Crossings is a Malaysia dark comedy television drama that consisted of 13 episodes.,,,,0.0,0,0.0,SERIES,en,,
80969,42188,Never Let Me Go,Never Let Me Go,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",2010-03-18,/7okcm65P7WfpF3f0HiQBFTsvcXV.jpg,/ppf18IfACeWmkObqyjrhmNiL6G4.jpg,6.848,2453,3.6998,MOVIE,en,"Carey Mulligan, Keira Knightley, Andrew Garfield, Izzy Meikle-Small, Ella Purnell",Mark Romanek
81018,41201,The Illusionist,L'Illusionniste,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,2010-06-16,/Ac2tNYW9sRaOhmtMJQuhf2mvo00.jpg,/9Ocq5X0MNHsTpSONcaRvNDWPiz6.jpg,7.263,677,1.63,MOVIE,fr,"Jean-Claude Donda, Eilidh Rankin, Didier Gustin, Jil Aigrot, Jacques Tati",Sylvain Chomet
81087,16344,Luck by Chance,Luck by Chance,"Not wanting the same fate as befell her sisters, Sona Mishra re-locates to Mumbai to try to make a living making movies, but she soon finds that the path she has chosen is not an easy one.",2009-01-30,/19Qh3fEXsqB0pBl5DRnCBsgj7Ot.jpg,/7H1DzmyW35OK2XrfLKjUs5lWfl8.jpg,6.55,70,1.1686,MOVIE,hi,"Konkona Sen Sharma, Farhan Akhtar, Rishi Kapoor, Dimple Kapadia, Juhi Chawla Mehta",Zoya Akhtar
81132,45649,Rubber,Rubber,"In the California desert, the adventures of a telepathic killer-tire, mysteriously attracted by a very pretty girl, as witnessed by incredulous onlookers.",2010-11-09,/mWgCORI5IC5vOvB2cDVQe0YNtXZ.jpg,/cqfaq9uczoHBBug74eORBH4Jcpe.jpg,5.9,1110,2.2958,MOVIE,fr,"Thomas F. Duffy, David Bowe, Stephen Spinella, Roxane Mesquida, Jack Plotnick",Quentin Dupieux
81156,16290,Jackass 3D,Jackass 3D,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",2010-10-15,/uPirN07su7LFixyZyLrNMMQ9u1E.jpg,/2RmJI0jfXMFF0br3pXQsHiy3lgh.jpg,6.6,1453,2.5831,MOVIE,en,"Johnny Knoxville, Bam Margera, Ryan Dunn, Steve-O, Chris Pontius",Jeff Tremaine
81158,39312,The Children's Doctor,The Children's Doctor,"The Children's Doctor is an American daytime medical and parental advice program that ran on ABC for 3 years, from April 1967 to August 1969.",,,,0.0,0,0.0785,SERIES,en,,
81191,39440,"Waiting for ""Superman""","Waiting for ""Superman""","Gripping, heartbreaking, and ultimately hopeful, Waiting for Superman is an impassioned indictment of the American school system from An Inconvenient Truth director Davis Guggenheim.",2010-09-24,/l7mRlEi4VCEH7sfgaXX1b6LzsXn.jpg,/goi1QB29rJ5lUYdgS4tk5xXWZn0.jpg,6.9,144,0.6778,MOVIE,en,"Charles Adams, Jonathan Alter, Geoffrey Canada, Celeste Bell",Davis Guggenheim
81229,39514,RED,RED,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",2010-10-13,/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg,/5tqBeCUaNHptScH3rBixjE5z2NV.jpg,6.706,7119,7.3629,MOVIE,en,"Bruce Willis, John Malkovich, Morgan Freeman, Helen Mirren, Mary-Louise Parker",Robert Schwentke
